year,season_type,game_id,team,opp,week,attempts_total,yards_total,td_total,fumbles_total,fumbles_lost_total,fumbles_out_of_bounds_total,epa_total,attempts_designed,yards_designed,td_designed,fumbles_designed,fumbles_lost_designed,fumbles_out_of_bounds_designed,epa_designed,attempts_scramble,yards_scramble,td_scramble,fumbles_scramble,fumbles_lost_scramble,fumbles_out_of_bounds_scramble,epa_scramble,attempts_kneel,yards_kneel,td_kneel,fumbles_kneel,fumbles_lost_kneel,fumbles_out_of_bounds_kneel,epa_kneel,attempts,yards,td,fumbles,fumbles_lost,fumbles_out_of_bounds,epa,attempts_rb,yards_rb,td_rb,epa_rb,attempts_qb_designed,yards_qb_designed,td_qb_designed,epa_qb_designed,attempts_qb_scramble,yards_qb_scramble,td_qb_scramble,epa_qb_scramble,attempts_qb_kneel,yards_qb_kneel,epa_qb_kneel,attempts_wr,yards_wr,td_wr,epa_wr,attempts_other,yards_other,td_other,epa_other
2020,REG,2020_06_CLE_PIT,PIT,CLE,6,37,129,3,0,0,0,4.616960612562252,33,133,3,0,0,0,6.928728944883915,0,0,0,0,0,0,0.0,4,-4,0,0,0,0,-2.3117683323216625,33,133,3,0,0,0,6.928728944883915,29,120,2,4.379982918646419,2,6,0,1.9074705766397528,0,0,0,0.0,4,-4,-2.3117683323216625,2,7,1,0.6412754495977424,0,0,0,0.0
2020,REG,2020_06_DEN_NE,DEN,NE,6,37,135,0,1,0,0,-3.0931263804986973,33,136,0,1,0,0,-1.7688836764458973,1,3,0,0,0,0,-1.3242427040528,3,-4,0,0,0,0,0.0,34,139,0,1,0,0,-3.0931263804986973,31,127,0,-1.7916569996190663,1,0,0,-0.7376203024759889,1,3,0,-1.3242427040528,3,-4,0.0,1,9,0,0.7603936256491579,0,0,0,0.0
2020,REG,2020_06_DEN_NE,NE,DEN,6,25,117,1,1,0,0,1.08710928420496,21,66,1,1,0,0,-1.472826850018464,3,52,0,0,0,0,2.5599361342234235,1,-1,0,0,0,0,0.0,24,118,1,1,0,0,1.08710928420496,15,41,0,-5.535547468170989,6,25,1,4.062720618152525,3,52,0,2.5599361342234235,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_DET_JAX,DET,JAX,6,39,180,3,0,0,0,4.163874733552803,35,168,3,0,0,0,5.025799456401728,1,17,0,0,0,0,2.4597370874835183,3,-5,0,0,0,0,-3.3216618103324436,36,185,3,0,0,0,7.485536543885247,33,165,3,4.047998753085267,1,2,0,1.4988325408776293,1,17,0,2.4597370874835183,3,-5,-3.3216618103324436,1,1,0,-0.5210318375611678,0,0,0,0.0
2020,REG,2020_06_DET_JAX,JAX,DET,6,16,44,1,0,0,0,-1.1246205169009045,13,30,0,0,0,0,-4.606818867381662,2,15,1,0,0,0,3.4821983504807577,1,-1,0,0,0,0,0.0,15,45,1,0,0,0,-1.1246205169009045,12,29,0,-4.604643118625972,0,0,0,0.0,2,15,1,3.4821983504807577,1,-1,0.0,1,1,0,-0.0021757487556897104,0,0,0,0.0
2020,REG,2020_06_GB_TB,GB,TB,6,21,94,1,0,0,0,-0.8976262753712946,19,80,1,0,0,0,-2.9589520648587495,2,14,0,0,0,0,2.061325789487455,0,0,0,0,0,0,0.0,21,94,1,0,0,0,-0.8976262753712946,19,80,1,-2.9589520648587495,0,0,0,0.0,2,14,0,2.061325789487455,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_GB_TB,TB,GB,6,35,158,2,0,0,0,-2.7125427729042713,32,156,2,0,0,0,0.3542273284692783,1,2,0,0,0,0,1.055379648169037,2,0,0,0,0,0,-4.1221497495425865,33,158,2,0,0,0,1.4096069766383155,32,156,2,0.3542273284692786,0,0,0,0.0,1,2,0,1.055379648169037,2,0,-4.1221497495425865,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_HOU_TEN,HOU,TEN,6,27,92,1,0,0,0,-1.3619878910831176,24,74,1,0,0,0,-2.3842527574161068,3,18,0,0,0,0,1.0222648663329892,0,0,0,0,0,0,0.0,27,92,1,0,0,0,-1.3619878910831176,23,66,1,-3.5187631448789034,1,8,0,1.1345103874627966,3,18,0,1.0222648663329892,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_HOU_TEN,TEN,HOU,6,27,263,2,0,0,0,11.856415192936709,27,263,2,0,0,0,11.856415192936709,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,27,263,2,0,0,0,11.856415192936709,27,263,2,11.856415192936709,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_KC_BUF,BUF,KC,6,23,84,0,0,0,0,1.7419670781237073,19,60,0,0,0,0,-2.2207303323666565,4,24,0,0,0,0,3.962697410490364,0,0,0,0,0,0,0.0,23,84,0,0,0,0,1.7419670781237073,15,42,0,-3.369683327327948,4,18,0,1.1489529949612916,4,24,0,3.962697410490364,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_KC_BUF,KC,BUF,6,46,245,1,1,0,0,6.820519086359049,38,214,1,1,0,0,6.846117998985214,6,33,0,0,0,0,1.6109378626471067,2,-2,0,0,0,0,-1.636536775273271,44,247,1,1,0,0,8.45705586163232,35,204,1,7.529769367817429,2,5,0,-0.8768575438298286,6,33,0,1.6109378626471067,2,-2,-1.636536775273271,1,5,0,0.19320617499761286,0,0,0,0.0
2020,REG,2020_06_LA_SF,LA,SF,6,19,113,0,0,0,0,4.411177559290081,18,103,0,0,0,0,2.4172639106400307,1,10,0,0,0,0,1.9939136486500504,0,0,0,0,0,0,0.0,19,113,0,0,0,0,4.411177559290081,16,92,0,1.717951472382992,0,0,0,0.0,1,10,0,1.9939136486500504,0,0,0.0,2,11,0,0.6993124382570386,0,0,0,0.0
2020,REG,2020_06_LA_SF,SF,LA,6,37,122,0,0,0,0,-5.038991996749494,34,118,0,0,0,0,-4.620974242599914,1,6,0,0,0,0,-0.4180177541495804,2,-2,0,0,0,0,0.0,35,124,0,0,0,0,-5.038991996749494,32,120,0,-3.636159134010086,1,4,0,0.6386379222385585,1,6,0,-0.4180177541495804,2,-2,0.0,1,-6,0,-1.6234530308283863,0,0,0,0.0
2020,REG,2020_06_NYJ_MIA,MIA,NYJ,6,25,110,0,0,0,0,0.33384006150299694,24,106,0,0,0,0,-1.1039849148364738,1,4,0,0,0,0,1.4378249763394706,0,0,0,0,0,0,0.0,25,110,0,0,0,0,0.33384006150299694,24,106,0,-1.1039849148364735,0,0,0,0.0,1,4,0,1.4378249763394706,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_NYJ_MIA,NYJ,MIA,6,22,115,0,1,0,0,-4.356340046506375,22,115,0,1,0,0,-4.356340046506375,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,22,115,0,1,0,0,-4.356340046506375,21,115,0,-2.140132183674724,1,0,0,-2.2162078628316517,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_WAS_NYG,NYG,WAS,6,26,132,0,0,0,0,-2.806331480589532,23,127,0,0,0,0,-2.2598172961425265,1,8,0,0,0,0,2.457991329487413,2,-3,0,0,0,0,-3.0045055139344186,24,135,0,0,0,0,0.1981740333448867,18,61,0,-3.787366481323261,4,69,0,2.656804851636454,1,8,0,2.457991329487413,2,-3,-3.0045055139344186,1,-3,0,-1.1292556664557196,0,0,0,0.0
2020,REG,2020_06_WAS_NYG,WAS,NYG,6,24,86,0,0,0,0,0.3891984434449113,22,78,0,0,0,0,-0.776833850366529,2,8,0,0,0,0,1.1660322938114402,0,0,0,0,0,0,0.0,24,86,0,0,0,0,0.3891984434449113,21,77,0,-0.2308828401728532,0,0,0,0.0,2,8,0,1.1660322938114402,0,0,0.0,1,1,0,-0.5459510101936758,0,0,0,0.0
2020,REG,2020_07_BUF_NYJ,BUF,NYJ,7,27,126,0,0,0,0,-0.9587538041390976,22,90,0,0,0,0,-0.7347335482349177,3,38,0,0,0,0,3.704839656827971,2,-2,0,0,0,0,-3.928859912732151,25,128,0,0,0,0,2.970106108593053,15,76,0,-0.438608903088607,6,25,0,1.2990486290205712,3,38,0,3.704839656827971,2,-2,-3.928859912732151,1,-11,0,-1.5951732741668818,0,0,0,0.0
2020,REG,2020_07_BUF_NYJ,NYJ,BUF,7,22,100,1,0,0,0,-0.8312056925497022,22,100,1,0,0,0,-0.8312056925497022,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,22,100,1,0,0,0,-0.8312056925497022,22,100,1,-0.8312056925497022,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_07_CAR_NO,CAR,NO,7,14,37,1,0,0,0,-1.2836681118569306,12,27,1,0,0,0,-1.7819214592454957,2,10,0,0,0,0,0.498253347388565,0,0,0,0,0,0,0.0,14,37,1,0,0,0,-1.2836681118569306,8,19,0,-2.45326349476818,0,0,0,0.0,2,10,0,0.498253347388565,0,0,0.0,1,5,1,1.1791257271543143,3,3,0,-0.5077836916316301
2020,REG,2020_07_CAR_NO,NO,CAR,7,29,138,1,0,0,0,-0.27709643513662774,28,139,1,0,0,0,1.8189777333172965,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,-2.0960741684539244,28,139,1,0,0,0,1.8189777333172965,25,130,0,-1.114473043358885,3,9,1,2.9334507766761817,0,0,0,0.0,1,-1,-2.0960741684539244,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_07_CHI_LA,CHI,LA,7,17,49,0,0,0,0,-5.566564156615641,17,49,0,0,0,0,-5.566564156615641,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,17,49,0,0,0,0,-5.566564156615641,14,48,0,-0.6124632595456209,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,1,0,-4.95410089707002,0,0,0,0.0
2020,REG,2020_07_CHI_LA,LA,CHI,7,34,160,1,1,1,0,-12.24054171562208,31,156,1,1,1,0,-10.258344660785646,1,6,0,0,0,0,0.14180607628077269,2,-2,0,0,0,0,-2.124003131117206,32,162,1,1,1,0,-10.116538584504873,25,120,1,-2.9450727084000965,1,-3,0,-2.1163479311508127,1,6,0,0.14180607628077269,2,-2,-2.124003131117206,5,39,0,-5.196924021234736,0,0,0,0.0
2020,REG,2020_07_CLE_CIN,CIN,CLE,7,21,81,1,1,0,0,0.3396993561473205,20,69,1,1,0,0,-0.7084101654763804,1,12,0,0,0,0,1.0481095216237009,0,0,0,0,0,0,0.0,21,81,1,1,0,0,0.3396993561473205,14,40,0,-3.617003588355147,5,22,1,2.581759764434537,1,12,0,1.0481095216237009,0,0,0.0,1,7,0,0.3268336584442295,0,0,0,0.0
2020,REG,2020_07_CLE_CIN,CLE,CIN,7,22,82,0,0,0,0,-1.4825260972138492,21,83,0,0,0,0,-1.4825260972138492,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,21,83,0,0,0,0,-1.4825260972138492,19,79,0,-1.2287757168523965,0,0,0,0.0,0,0,0,0.0,1,-1,0.0,2,4,0,-0.2537503803614527,0,0,0,0.0
2020,REG,2020_07_DAL_WAS,DAL,WAS,7,26,83,0,1,0,0,-3.911099856449441,23,67,0,1,0,0,-5.9835155653047005,3,16,0,0,0,0,2.07241570885526,0,0,0,0,0,0,0.0,26,83,0,1,0,0,-3.911099856449441,20,61,0,-3.4100169613375333,1,0,0,-1.4732711901888251,3,16,0,2.07241570885526,0,0,0.0,2,6,0,-1.1002274137783428,0,0,0,0.0
2020,REG,2020_07_DAL_WAS,WAS,DAL,7,39,208,1,0,0,0,-0.0639219667206885,36,197,1,0,0,0,-2.14485670033874,1,13,0,0,0,0,2.0809347336180513,2,-2,0,0,0,0,0.0,37,210,1,0,0,0,-0.0639219667206885,35,197,1,1.7534142061925115,1,0,0,-3.8982709065312515,1,13,0,2.0809347336180513,2,-2,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_07_DET_ATL,ATL,DET,7,26,66,2,1,0,0,-5.133633903576992,26,66,2,1,0,0,-5.133633903576992,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,26,66,2,1,0,0,-5.133633903576992,25,66,2,-3.33109796710778,0,0,0,0.0,0,0,0,0.0,0,0,0.0,1,0,0,-1.802535936469212,0,0,0,0.0
2020,REG,2020_07_DET_ATL,DET,ATL,7,21,64,1,0,0,0,-5.895720521105039,20,56,1,0,0,0,-5.9784705066122115,1,8,0,0,0,0,0.0827499855071725,0,0,0,0,0,0,0.0,21,64,1,0,0,0,-5.895720521105039,20,56,1,-5.9784705066122115,0,0,0,0.0,1,8,0,0.0827499855071725,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_07_GB_HOU,GB,HOU,7,27,96,1,0,0,0,-0.6785162105516066,25,97,1,0,0,0,-0.6785162105516066,0,0,0,0,0,0,0.0,2,-1,0,0,0,0,0.0,25,97,1,0,0,0,-0.6785162105516066,24,88,1,-1.5645665442862084,0,0,0,0.0,0,0,0,0.0,2,-1,0.0,1,9,0,0.8860503337346017,0,0,0,0.0
2020,REG,2020_07_GB_HOU,HOU,GB,7,22,79,0,0,0,0,-6.245824159064796,16,40,0,0,0,0,-9.529380238323938,6,39,0,0,0,0,3.2835560792591423,0,0,0,0,0,0,0.0,22,79,0,0,0,0,-6.245824159064796,15,41,0,-5.997233975620475,1,-1,0,-3.5321462627034634,6,39,0,3.2835560792591423,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_07_JAX_LAC,JAX,LAC,7,27,140,1,0,0,0,-5.295410655380692,23,119,1,0,0,0,-3.1838216252508578,4,21,0,0,0,0,-2.111589030129835,0,0,0,0,0,0,0.0,27,140,1,0,0,0,-5.295410655380692,22,119,1,-2.3398947480018255,0,0,0,0.0,4,21,0,-2.111589030129835,0,0,0.0,1,0,0,-0.8439268772490323,0,0,0,0.0
2020,REG,2020_07_JAX_LAC,LAC,JAX,7,32,135,2,0,0,0,-3.030694722488988,25,107,1,0,0,0,-3.3290020851418376,3,31,1,0,0,0,3.8608117082621902,4,-3,0,0,0,0,-3.562504345609341,28,138,2,0,0,0,0.5318096231203526,18,47,0,-6.415971182053909,3,36,0,1.4963494093390182,3,31,1,3.8608117082621902,4,-3,-3.562504345609341,4,24,1,1.590619687573053,0,0,0,0.0
2020,REG,2020_07_KC_DEN,DEN,KC,7,33,177,2,1,1,0,-0.6848396777058954,32,173,2,1,1,0,-0.595627755566966,1,4,0,0,0,0,-0.08921192213892938,0,0,0,0,0,0,0.0,33,177,2,1,1,0,-0.6848396777058954,29,159,1,-2.7226221514865765,2,4,1,1.484172667434905,1,4,0,-0.08921192213892938,0,0,0.0,1,10,0,0.6428217284847051,0,0,0,0.0
2020,REG,2020_07_KC_DEN,KC,DEN,7,22,101,2,0,0,0,3.272842560749268,19,104,2,0,0,0,3.272842560749268,0,0,0,0,0,0,0.0,3,-3,0,0,0,0,0.0,19,104,2,0,0,0,3.272842560749268,17,90,1,1.580641923384974,1,1,1,0.8947780299349688,0,0,0,0.0,3,-3,0.0,1,13,0,0.7974226074293256,0,0,0,0.0
2020,REG,2020_07_NYG_PHI,NYG,PHI,7,22,160,1,1,1,0,0.5744439497357234,20,151,1,1,1,0,0.8756190057611093,1,10,0,0,0,0,-0.30117505602538586,1,-1,0,0,0,0,0.0,21,161,1,1,1,0,0.5744439497357234,16,65,1,-3.4081629535066895,2,83,0,5.059243848721962,1,10,0,-0.30117505602538586,1,-1,0.0,0,0,0,0.0,2,3,0,-0.7754618894541636
2020,REG,2020_07_NYG_PHI,PHI,NYG,7,26,96,1,0,0,0,-4.807071115123108,23,92,1,0,0,0,-3.3977757093962278,2,5,0,0,0,0,1.5231730898376554,1,-1,0,0,0,0,-2.9324684955645357,25,97,1,0,0,0,-1.8746026195585723,16,68,0,-1.9279424156411544,6,12,1,-2.285964943061117,2,5,0,1.5231730898376554,1,-1,-2.9324684955645357,1,12,0,0.8161316493060441,0,0,0,0.0
2020,REG,2020_07_PIT_TEN,PIT,TEN,7,25,94,1,1,0,0,2.786191349470755,24,95,1,1,0,0,2.786191349470755,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,24,95,1,1,0,0,2.786191349470755,24,95,1,2.786191349470755,0,0,0,0.0,0,0,0,0.0,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_07_PIT_TEN,TEN,PIT,7,23,82,1,0,0,0,-2.6966455568326637,22,78,1,0,0,0,-2.4663164715166204,1,4,0,0,0,0,-0.2303290853160433,0,0,0,0,0,0,0.0,23,82,1,0,0,0,-2.6966455568326637,21,77,1,-2.8689803957822733,1,1,0,0.4026639242656529,1,4,0,-0.2303290853160433,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_07_SEA_ARI,ARI,SEA,7,33,159,1,2,0,1,-1.7630573569810517,29,124,1,1,0,0,-3.7452974836821227,4,35,0,1,0,1,1.982240126701071,0,0,0,0,0,0,0.0,33,159,1,2,0,1,-1.7630573569810517,19,92,0,1.7203060383908453,10,32,1,-5.465603522072968,4,35,0,1.982240126701071,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_07_SEA_ARI,SEA,ARI,7,30,200,1,0,0,0,9.164591789827682,25,150,1,0,0,0,7.4192634203936905,5,50,0,0,0,0,1.7453283694339916,0,0,0,0,0,0,0.0,30,200,1,0,0,0,9.164591789827682,23,112,1,4.2288532889215285,1,34,0,2.358438250143081,5,50,0,1.7453283694339916,0,0,0.0,1,4,0,0.8319718813290821,0,0,0,0.0
2020,REG,2020_07_SF_NE,NE,SF,7,22,94,0,0,0,0,-0.978838106607733,19,80,0,0,0,0,-0.5386169495759532,3,14,0,0,0,0,-0.4402211570317802,0,0,0,0,0,0,0.0,22,94,0,0,0,0,-0.978838106607733,14,70,0,0.5670427808072419,4,8,0,-0.5831022610655052,3,14,0,-0.4402211570317802,0,0,0.0,1,2,0,-0.5225574693176895,0,0,0,0.0
2020,REG,2020_07_SF_NE,SF,NE,7,37,197,4,0,0,0,8.981089729066737,36,193,4,0,0,0,7.786348431087829,1,4,0,0,0,0,1.1947412979789078,0,0,0,0,0,0,0.0,37,197,4,0,0,0,8.981089729066737,29,168,3,6.685369868646376,0,0,0,0.0,1,4,0,1.1947412979789078,0,0,0.0,3,7,0,-0.9668420620069065,4,18,1,2.067820624448359
2020,REG,2020_07_TB_LV,LV,TB,7,24,76,0,0,0,0,-0.6580290526617318,22,57,0,0,0,0,-3.6471594988834113,2,19,0,0,0,0,2.98913044622168,0,0,0,0,0,0,0.0,24,76,0,0,0,0,-0.6580290526617318,20,46,0,-6.432775355409831,0,0,0,0.0,2,19,0,2.98913044622168,0,0,0.0,1,10,0,0.6633867009077221,1,1,0,2.1222291556186974
2020,REG,2020_07_TB_LV,TB,LV,7,25,85,2,0,0,0,-2.8896655143180396,25,85,2,0,0,0,-2.8896655143180396,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,25,85,2,0,0,0,-2.8896655143180396,24,84,1,-4.067260142968735,1,1,1,1.177594628650695,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_08_ATL_CAR,ATL,CAR,8,36,131,2,0,0,0,3.564172942978195,30,104,1,0,0,0,-2.4854535548832875,4,29,1,0,0,0,6.049626497861483,2,-2,0,0,0,0,0.0,34,133,2,0,0,0,3.564172942978195,30,104,1,-2.4854535548832875,0,0,0,0.0,4,29,1,6.049626497861483,2,-2,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_08_ATL_CAR,CAR,ATL,8,22,147,1,0,0,0,1.3549333841656335,18,117,1,0,0,0,-0.3280552006326616,4,30,0,0,0,0,1.682988584798295,0,0,0,0,0,0,0.0,22,147,1,0,0,0,1.3549333841656335,13,66,0,-3.2767297335667536,1,0,0,-3.1534023121930663,4,30,0,1.682988584798295,0,0,0.0,3,23,1,1.6618663776898759,1,28,0,4.440210467437282
2020,REG,2020_08_DAL_PHI,DAL,PHI,8,35,133,0,1,0,1,-1.9464191369479522,34,124,0,1,0,1,-2.420096570509486,1,9,0,0,0,0,0.4736774335615337,0,0,0,0,0,0,0.0,35,133,0,1,0,1,-1.9464191369479522,26,103,0,-2.4060855683637783,4,13,0,1.515880367718637,1,9,0,0.4736774335615337,0,0,0.0,3,8,0,-1.5077304323203866,1,0,0,-0.022160937543958426
2020,REG,2020_08_DAL_PHI,PHI,DAL,8,26,119,0,1,0,1,-2.402869008772541,23,109,0,1,0,1,-1.56608335924102,2,11,0,0,0,0,-0.8367856495315209,1,-1,0,0,0,0,0.0,25,120,0,1,0,1,-2.402869008772541,20,94,0,-2.3567887497483753,2,9,0,0.5622734429780394,1,9,0,0.3791323670884594,1,-1,0.0,2,8,0,-0.9874860690906644,0,0,0,0.0
2020,REG,2020_08_IND_DET,DET,IND,8,13,29,0,0,0,0,-5.654667796799913,12,19,0,0,0,0,-6.744843255495653,1,10,0,0,0,0,1.0901754586957395,0,0,0,0,0,0,0.0,13,29,0,0,0,0,-5.654667796799913,11,8,0,-7.199123382335529,0,0,0,0.0,1,10,0,1.0901754586957395,0,0,0.0,1,11,0,0.4542801268398762,0,0,0,0.0
2020,REG,2020_08_IND_DET,IND,DET,8,39,119,2,0,0,0,-5.484692124533467,37,121,2,0,0,0,-4.129172338871285,0,0,0,0,0,0,0.0,2,-2,0,0,0,0,-1.3555197856621817,37,121,2,0,0,0,-4.129172338871285,36,119,1,-5.189716064487584,0,0,0,0.0,0,0,0,0.0,2,-2,-1.3555197856621817,0,0,0,0.0,1,2,1,1.0605437256162986
2020,REG,2020_08_LAC_DEN,DEN,LAC,8,16,108,1,0,0,0,1.2582575350534175,14,109,1,0,0,0,1.8443905615713452,1,1,0,0,0,0,-0.5861330265179276,1,-2,0,0,0,0,0.0,15,110,1,0,0,0,1.2582575350534175,14,109,1,1.8443905615713454,0,0,0,0.0,1,1,0,-0.5861330265179276,1,-2,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_08_LAC_DEN,LAC,DEN,8,38,210,0,0,0,0,-1.4577181533095427,36,200,0,0,0,0,-1.263340650999453,2,10,0,0,0,0,-0.19437750231009,0,0,0,0,0,0,0.0,38,210,0,0,0,0,-1.4577181533095427,34,188,0,-1.2705790090258235,1,11,0,0.7564308468718082,2,10,0,-0.19437750231009,0,0,0.0,1,1,0,-0.7491924888454378,0,0,0,0.0
2020,REG,2020_08_LA_MIA,LA,MIA,8,29,131,1,0,0,0,2.2515357544180006,29,131,1,0,0,0,2.2515357544180006,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,29,131,1,0,0,0,2.2515357544180006,27,122,0,0.5991920835804192,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,9,1,1.6523436708375812,0,0,0,0.0
2020,REG,2020_08_LA_MIA,MIA,LA,8,25,55,1,1,1,0,-13.022187043301528,23,55,1,1,1,0,-12.501113211124903,1,2,0,0,0,0,-0.5210738321766257,1,-2,0,0,0,0,0.0,24,57,1,1,1,0,-13.022187043301528,23,55,1,-12.501113211124903,0,0,0,0.0,1,2,0,-0.5210738321766257,1,-2,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_08_LV_CLE,CLE,LV,8,22,101,0,0,0,0,4.544577015913092,18,76,0,0,0,0,3.769377351622097,4,25,0,0,0,0,0.7751996642909943,0,0,0,0,0,0,0.0,22,101,0,0,0,0,4.544577015913092,16,72,0,0.1788389240391552,2,4,0,3.590538427582942,4,25,0,0.7751996642909943,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_08_LV_CLE,LV,CLE,8,45,209,0,1,0,0,8.769759569840971,40,186,0,1,0,0,7.958235058118589,4,24,0,0,0,0,2.017503413837403,1,-1,0,0,0,0,-1.2059789021150211,44,210,0,1,0,0,9.975738471955992,37,164,0,3.7849745262938086,1,18,0,2.530807944451226,4,24,0,2.017503413837403,1,-1,-1.2059789021150211,1,1,0,-0.5185450040735304,1,3,0,2.1609975914470847
2020,REG,2020_08_MIN_GB,GB,MIN,8,24,109,0,0,0,0,1.254937165533192,22,100,0,0,0,0,1.519356841105036,2,9,0,0,0,0,-0.264419675571844,0,0,0,0,0,0,0.0,24,109,0,0,0,0,1.254937165533192,21,96,0,1.9579271280090322,0,0,0,0.0,2,9,0,-0.264419675571844,0,0,0.0,1,4,0,-0.438570286903996,0,0,0,0.0
2020,REG,2020_08_MIN_GB,MIN,GB,8,34,173,3,0,0,0,6.865202492743264,34,173,3,0,0,0,6.865202492743264,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,34,173,3,0,0,0,6.865202492743264,33,171,3,7.032887423527426,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,2,0,-0.16768493078416213
2020,REG,2020_08_NE_BUF,BUF,NE,8,38,190,3,0,0,0,10.224785041005816,31,169,3,0,0,0,10.472165284503717,3,24,0,0,0,0,-0.2473802434979005,4,-3,0,0,0,0,0.0,34,193,3,0,0,0,10.224785041005816,28,167,2,8.973376642621588,3,2,1,1.4987886418821292,3,24,0,-0.2473802434979005,4,-3,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_08_NE_BUF,NE,BUF,8,34,188,2,1,1,0,2.7690508459473615,33,183,2,1,1,0,2.798758861446998,1,5,0,0,0,0,-0.02970801549963653,0,0,0,0,0,0,0.0,34,188,2,1,1,0,2.7690508459473615,24,128,1,3.4308880636817776,8,49,1,-0.8997917700197894,1,5,0,-0.02970801549963653,0,0,0.0,1,6,0,0.2676625677850097,0,0,0,0.0
2020,REG,2020_08_NO_CHI,CHI,NO,8,23,96,0,0,0,0,-3.6403548020462035,23,96,0,0,0,0,-3.6403548020462035,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,23,96,0,0,0,0,-3.6403548020462035,21,89,0,-3.2075239760160907,1,3,0,-0.18135017179884014,0,0,0,0.0,0,0,0.0,1,4,0,-0.25148065423127264,0,0,0,0.0
2020,REG,2020_08_NO_CHI,NO,CHI,8,30,122,0,1,0,0,-3.6096832884359173,28,121,0,1,0,0,-2.725036834017373,1,2,0,0,0,0,-0.8846464544185437,1,-1,0,0,0,0,0.0,29,123,0,1,0,0,-3.6096832884359173,20,84,0,-4.069112324039452,6,38,0,2.3762173171853647,1,2,0,-0.8846464544185437,1,-1,0.0,1,-2,0,-0.9350580353639087,1,1,0,-0.09708379179937764
2020,REG,2020_08_NYJ_KC,KC,NYJ,8,20,50,0,1,0,0,-10.145120468863752,20,50,0,1,0,0,-10.145120468863752,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,20,50,0,1,0,0,-10.145120468863752,19,50,0,-8.834818361501675,1,0,0,-1.3103021073620766,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_08_NYJ_KC,NYJ,KC,8,25,93,0,0,0,0,-4.238049105915707,21,72,0,0,0,0,-3.5334283822448924,4,21,0,0,0,0,-0.7046207236708142,0,0,0,0,0,0,0.0,25,93,0,0,0,0,-4.238049105915707,21,72,0,-3.5334283822448924,0,0,0,0.0,4,21,0,-0.7046207236708142,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_08_PIT_BAL,BAL,PIT,8,47,265,1,2,1,0,3.3367390169296423,42,247,1,1,1,0,1.3069519475684501,5,18,0,1,0,0,2.0297870693611917,0,0,0,0,0,0,0.0,47,265,1,2,1,0,3.3367390169296423,31,200,1,4.2625669912667945,11,47,0,-2.9556150436983444,5,18,0,2.0297870693611917,0,0,0.0,0,0,0,0.0,0,0,0,0.0
